Timestamp,Alpha,Beta,Gamma,Delta,Theta
166,2508.2,1908.2,1705.1,127.59,3064.5
166.3,2500.3,1897.4,1695.5,132.85,3043.8
166.6,2479.8,1878.1,1691,142.83,3057.7
166.9,2458.1,1861,1691.3,156.13,3090.3
167.2,2441,1843.3,1697.8,174.53,3136.2
167.5,2436.5,1823.9,1709.5,202.24,3185
167.8,2454.1,1807.7,1723.1,229.63,3205.3
168.1,2497.2,1795.8,1737.3,265.81,3200.2
168.4,2554.7,1787.2,1745,299.51,3171.3
168.7,2624.7,1785.5,1748.6,326.71,3114.7
169,2705.1,1788.8,1747.4,357.89,3034.2
169.3,2770.4,1793.1,1743.3,375.25,2957
169.6,2827.8,1798,1740.8,388.93,2874
169.9,2856.2,1803.5,1743.2,390.08,2816.5
170.2,2864.8,1811.4,1750.3,382.49,2775
170.5,2858.9,1818.9,1766.1,365,2746.4
170.8,2841.4,1824.9,1784.6,345.62,2739.9
171.1,2819.4,1836,1804,320.22,2747.9
171.4,2794.9,1848.7,1814.3,297.03,2775.6
171.7,2772.1,1858.7,1815.8,272.98,2813.5
172,2749.2,1870.5,1804.1,246.49,2864.9
172.3,2741.6,1880.6,1787.6,229.15,2911.2
172.6,2744.7,1888.8,1767.8,211.07,2953
172.9,2764.5,1887.4,1756.2,195.79,2971.5
173.2,2796.3,1876.3,1757.5,183.72,2966.3
173.5,2857.9,1845.1,1780.1,176.43,2922.5
173.8,2919.6,1809.3,1817.1,171.69,2869.9
174.1,2995.2,1762.6,1876.1,167.4,2806.9
174.4,3037.1,1719.5,1925.9,164.87,2784.7
174.7,3047,1677.1,1962.1,161.05,2806
175,2993.2,1634.3,1974.5,163.43,2929.4
175.3,2885.9,1602.1,1952.6,168.33,3123.5
175.6,2687.4,1575.2,1879.9,170.92,3458
175.9,2469.2,1563.6,1782.3,171.29,3814.1
176.2,2223,1560.4,1660.8,174.32,4209.1
176.5,1926.6,1566.9,1503.6,181.12,4677.3
176.8,1688.2,1583.6,1368.4,176.13,5049.7
177.1,1449.6,1624,1224.1,177.6,5416.9
177.4,1284,1677.8,1122.3,178.38,5655.3
177.7,1161.4,1749.1,1041.5,183.54,5824.5
178,1062.9,1857.6,977.24,192.78,5935
178.3,1016.6,1961.4,946.57,193.81,5968.2
178.6,989.77,2096.5,929.68,210.63,5958.3
178.9,984.9,2209.6,928.16,214.6,5929.8
179.2,993.13,2311.9,934.87,220.37,5891.7
179.5,1014.7,2395.7,946.9,220.15,5858.7
179.8,1042.1,2433.4,961.33,224.94,5844.9
180.1,1077.1,2434.4,980.02,225.25,5850.4
180.4,1111.1,2394.3,996.32,232.12,5885.7
180.7,1142.5,2322.2,1013.1,240.94,5940.1
181,1177.2,2202.9,1029.5,235.05,6025.7
181.3,1197.5,2080.5,1044.5,240.16,6103.8
181.6,1215.2,1928.6,1061.4,234.7,6195.1
181.9,1223.5,1798.4,1075.2,217.26,6255.2
182.2,1228.6,1680.7,1090.5,199.77,6289.6
182.5,1236.9,1561.6,1114.2,186.26,6282.8
182.8,1251.5,1479.7,1144.9,158.06,6229
183.1,1287.1,1411.5,1203.7,143.07,6095.1
183.4,1343.7,1377.2,1279.6,140.39,5915.3
183.7,1428.4,1361.1,1377.6,138.04,5682
184,1566.9,1361.3,1520.2,147.13,5342.5
184.3,1711.6,1378.6,1659.4,162.01,5015.5
184.6,1876.9,1405.6,1802.9,173.35,4677.9
184.9,2075.1,1444.3,1958.5,173.43,4299.1
185.2,2231.5,1482.1,2065.5,192.9,4026.2
185.5,2371.2,1519.3,2142.2,201.79,3810.4
185.8,2440,1543,2157.2,207.05,3736.3
186.1,2441.8,1559,2110.6,229.56,3793.1
186.4,2393.1,1561,2037.9,221.36,3929.4
186.7,2267.1,1556.1,1894.3,230.81,4222.9
187,2097.8,1546.9,1719,230.68,4590.2
187.3,1944.6,1542.1,1565.3,218.06,4911.2
187.6,1791.7,1540.9,1405.3,207.28,5223
187.9,1710,1547.9,1300.4,201.32,5385.5
188.2,1692.8,1560.1,1234.6,201.24,5433.3
188.5,1744.5,1576.1,1209.2,204.06,5351.6
188.8,1891.5,1596.6,1232.6,208.06,5107.3
189.1,2104.5,1614.3,1301.8,211.65,4754.9
189.4,2304.4,1624.8,1380.8,213.78,4426.2
189.7,2490.4,1630.3,1464.8,208.43,4116.3
190,2648.1,1633.9,1547.1,204.19,3854.9
190.3,2707.2,1633.6,1589.8,214.72,3752
190.6,2673.4,1636.3,1600.1,212.98,3786
190.9,2555.5,1635.7,1570.6,242.48,3934.1
191.2,2378.3,1643,1513.5,253.37,4153.2
191.5,2126.4,1661.8,1424.7,314.17,4430.5
191.8,1909.5,1690.4,1341.3,377.41,4636.1
192.1,1717.8,1724.2,1265.7,462.01,4764.7
192.4,1561.6,1777,1198.5,597.4,4776
192.7,1496.2,1827.5,1163.9,708.36,4672.1
193,1506.6,1892,1149,839.05,4437.2
193.3,1572.5,1942,1155.6,940.25,4174.7
193.6,1698.7,2000.4,1176.8,997.18,3849.6
193.9,1822.8,2051.5,1199.5,1007.4,3581.3
194.2,1937.3,2115.6,1222.4,951.78,3343.4
194.5,2068.9,2215,1245.2,1085.2,3147.9
194.8,2136.9,2317.4,1257.4,997.53,3022.9
195.1,2208.8,2463.3,1269.1,1041.3,2939.4
195.4,2272.6,2606.3,1284.4,1310.7,2946.1
195.7,2375.2,2746.8,1308,1786,3048.2
198.28,5050.9,3359.7,1662,8341.1,8962.9
198.78,4866.8,3090.6,1499.3,6611.5,9884.9
199,4687.6,2934,1407.5,5587,10219
199.22,4477.6,2772.7,1317.4,4494.6,10508
199.46,4250.1,2602.1,1229.6,3453.5,10795
199.69,4043.3,2440.2,1152.8,2515.1,11058
199.94,3869.8,2287.6,1089.6,1795.5,11310
200.17,3742.7,2157.1,1038,1231.8,11550
200.41,3654.3,2047,998.66,904.48,11762
200.63,3613.6,1972.8,972.97,731.7,11906
200.83,3602.5,1896.1,947.35,632.45,12042
201.03,3609.7,1845.7,931.87,627.75,12111
201.24,3630.9,1804.4,919.94,625.74,12150
201.43,3660.2,1763.4,910.75,253.13,12129
201.63,3706.6,1734.1,912.94,242.05,12095
201.83,3757.5,1717.1,923.34,243.89,12046
202.03,3809.8,1707.4,943.25,238.21,11987
202.23,3871.7,1703.6,980.86,249.63,11907
202.43,3925.9,1708.8,1019.8,258.59,11849
202.62,3974.6,1722.8,1066.5,261.95,11789
202.83,4017.7,1744.1,1118.2,269.72,11738
203.04,4059.1,1768.4,1171.1,284.43,11694
203.24,4102.1,1810.1,1235,286,11642
203.45,4126.6,1847,1279.7,299.1,11608
203.64,4143.2,1897.3,1322.4,297.38,11561
203.84,4147.3,1935.7,1344.4,299.21,11523
204.03,4143.2,1971.4,1354.5,310.71,11476
204.24,4121.5,2011.5,1346.9,300.45,11404
204.47,4090.9,2034.1,1324.5,296.24,11333
204.7,4046.4,2054.3,1280.6,295.4,11231
205,3973.6,2059.8,1195.4,284.9,11057
205.3,3909.6,2044.9,1109.6,275.56,10875
205.6,3857.4,2004.7,1007,271.2,10641
205.9,3831.6,1951.3,922.16,268.57,10421
206.2,3834.7,1885.9,846.04,239.92,10190
206.5,3868,1792.9,767.52,227.54,9925.5
206.8,3921.5,1701.1,706.62,227.71,9713.3
207.1,4014.3,1590.1,644.79,205.18,9515.4
207.4,4101.1,1498.8,598.17,193.62,9397.2
207.7,4181.7,1411.5,562.36,183.72,9362
208,4251.6,1329.9,535.29,185.38,9427.9
208.3,4285.9,1284,528.43,179.4,9582.7
208.6,4282.4,1260.5,537.93,176.92,9821.1
208.9,4224,1272.8,569.19,188.73,10178
209.2,4135.2,1313.2,608.49,204.51,10532
209.5,3992.6,1381.1,667.48,230.03,10963
209.8,3836.9,1451.9,724.49,253.17,11332
210.1,3640.6,1533.3,791.11,278.85,11725
210.4,3478.9,1598.1,850.86,293.65,12005
210.7,3340.3,1654.2,915.53,326.04,12221
211,3214.9,1714.3,995.45,338.14,12378
211.3,3156.6,1762.2,1074.3,368.87,12425
211.6,3132.2,1816,1177,401.42,12387
211.9,3144.2,1865.1,1271.2,411.96,12270
212.2,3175.2,1914.9,1364.6,418.82,12085
212.5,3230.5,1975.4,1461.9,417.33,11799
212.8,3279.3,2030.1,1527.6,415.17,11502
213.1,3332,2095.8,1571,369.82,11120
213.4,3360,2144.1,1577.6,346.18,10781
213.7,3380.3,2186.7,1556.6,310.73,10457
214,3383.2,2224.8,1501.9,286.15,10120
214.3,3381.3,2247.1,1442,262.73,9907
214.6,3374.7,2255,1373.8,232.1,9773.2
214.9,3376.3,2253.2,1304.9,206.17,9741.6
215.2,3383,2239,1259.5,200.75,9827.7
215.5,3407,2203.3,1233.7,183.11,10049
215.8,3434,2156,1237.4,178.74,10334
216.1,3481.9,2090.2,1268.9,179.25,10727
216.4,3530.5,2025.3,1314.2,177.29,11086
216.7,3593.7,1964.1,1368.1,186.6,11422
217,3675.8,1897.6,1423,196.3,11740
217.3,3752.2,1850.4,1455.8,206.58,11923
217.6,3836.9,1810.8,1459.1,223.29,12020
217.9,3904.4,1783.9,1429.1,261.6,11988
218.2,3956.7,1761.3,1363.7,294.22,11868
218.5,3999.3,1737.7,1251.1,319.92,11631
218.8,4007.5,1728.6,1132.3,336.4,11365
219.1,3992.8,1723.3,987.27,367.24,11013
219.4,3958,1730.9,874.8,379.49,10709
219.7,3906.2,1751.2,788.53,378.07,10419
220,3830.4,1782.5,732.9,392.06,10142
220.3,3766.3,1812.7,726.66,403.06,9976.6
220.6,3695.7,1839.9,765.85,436.48,9877.5
220.9,3648.3,1852.1,830.26,429.78,9878.7
221.2,3620.3,1845.7,909.02,443.85,9953.6
221.5,3618.2,1809.7,1002,433.15,10103
221.8,3637.5,1755,1068.1,384.94,10259
222.1,3684.9,1671.7,1118.3,314.3,10441
222.4,3738.1,1591.4,1132.2,285.43,10576
222.7,3794.2,1511.9,1118,258.92,10668
223,3856.7,1428.7,1069.8,219.54,10710
223.3,3898.5,1374.4,1009,203.37,10701
223.6,3930.7,1334.7,924.99,181.79,10643
223.9,3938.4,1314.5,852.04,196.09,10582
224.2,3932.7,1312.9,778,171.58,10523
224.5,3916.9,1322.7,732.81,162.22,10498
224.8,3906.3,1346.1,713.23,160.36,10500
225.1,3899.3,1381.3,728.16,163.4,10531
225.4,3910.2,1418.3,776.69,168.66,10575
225.7,3931.6,1456.3,852.07,170.94,10623
226,3989.5,1502.3,970.58,169.53,10677
226.3,4041.7,1532.1,1084.7,170.59,10713
226.6,4112.2,1558.4,1219.8,170.56,10748
226.9,4158.7,1569.8,1323.8,159.88,10770
227.2,4192.2,1569.1,1411.1,149.75,10803
227.5,4201.5,1558.1,1482,146.95,10860
227.8,4199.7,1543.7,1514.1,133.96,10929
228.1,4183.1,1521.8,1515.5,117.13,11040
228.4,4173.8,1502.3,1490.1,107.14,11149
228.7,4173.6,1482.5,1442.1,107.34,11253
229,4195.8,1459.2,1360.5,121.51,11341
229.3,4231,1433.7,1272.4,152,11377
229.6,4285.1,1399.4,1155.9,172.13,11347
229.9,4330.2,1365.4,1049.7,203.35,11273
230.2,4366.4,1329.4,946.9,222.94,11161
230.5,4389.7,1284.6,846.48,222.33,11019
230.8,4390.1,1247.9,783.14,243.46,10908
231.1,4365,1217.8,751.39,224.13,10829
231.4,4333.9,1203.5,761.82,199.83,10823
231.7,4283.5,1199.6,810.79,192.82,10905
232,4240.9,1208.7,875.21,176.67,11054
232.3,4202.4,1225.4,947.08,165.58,11261
232.6,4163.6,1251.6,1026.3,150.92,11549
232.9,4131.6,1274.9,1077.5,125.08,11810
233.2,4107.4,1302,1108.9,119.18,12052
233.5,4072,1337.2,1114,110.61,12260
233.8,4039.1,1383.6,1099.1,125.95,12361
234.1,3998.2,1459.1,1064.8,148.74,12362
234.4,3966.7,1541.9,1029.8,148.61,12252
234.7,3934.1,1636.7,997.01,166.58,12063
235,3896.8,1760.6,967.85,185.98,11766
235.3,3866.8,1873.4,952.82,207.3,11479
235.6,3839.4,2006.3,946.34,222.29,11154
235.9,3817.7,2099.5,946.48,231.75,10927
236.2,3786.4,2173.5,950.89,244.56,10763
236.5,3739.8,2224.3,957.53,260.74,10684
236.8,3687.9,2238.3,962.73,257.03,10705
237.1,3625.3,2221.9,968.17,249.22,10812
237.4,3567.3,2185.8,970.07,231.91,10943
237.7,3515.7,2141.9,971.97,221.85,11073
238,3460.5,2084,971.01,192.36,11194
238.3,3420.9,2037.7,968.68,172.06,11249
238.6,3390.6,1997.6,966.52,151.98,11232
238.9,3389.1,1982.1,962.33,139.19,11151
239.2,3404.1,1977.8,959.62,134.52,10994
239.5,3428.2,1985.3,958.2,145.98,10820
239.8,3459.7,1991.3,954.48,139.83,10616
240.1,3497,2005.7,949.42,150.9,10373
240.4,3516.2,2021.5,941.09,166.71,10187
240.7,3501.3,2038.8,929.14,185.37,10016
241,3466.6,2054.7,915.35,201.16,9930.3
241.3,3388,2085.1,895.59,223.38,9891.5
241.6,3265,2141.7,872.64,235.6,9913.7
241.9,3135.1,2201.2,850.43,250.27,9962.3
242.2,2961.5,2285.5,822.9,259.1,10010
242.5,2820.7,2361.1,799.02,267.43,10020
242.8,2681.3,2429.4,777.65,277.89,9976.8
243.1,2560.7,2489.3,754.07,279.14,9846.7
243.4,2481.1,2517.1,738.67,275.56,9678.6
243.7,2435.2,2513.8,727.58,261.61,9444.4
244,2419.1,2485.5,723.71,257.24,9245.6
244.3,2431.3,2433,724.88,242.87,9083
244.6,2460.3,2358.6,737.88,212.41,8989.7
244.9,2490.3,2294.9,757.09,191.94,9018.2
245.2,2539.6,2233.1,788.34,189.36,9188.1
245.5,2586.7,2193.1,819.49,174.15,9443.8
245.8,2634.2,2168.8,850.92,164.16,9778.2
246.1,2683.9,2162.8,884.98,176.98,10173
246.4,2742.8,2173.2,921.63,181.37,10672
246.7,2798,2204.7,954.96,196.06,11190
247,2842,2243,979.21,214.63,11635
247.3,2875.5,2291.3,999.43,231.64,12075
247.6,2905.2,2352.7,1016.1,263.41,12553
247.9,2919.8,2409,1026.9,289.75,12924
248.2,2914.2,2464.7,1035.4,316.48,13288
248.5,2905.8,2499.4,1038.5,339.01,13543
248.8,2894.5,2520.5,1039.2,358.34,13728
249.1,2876.6,2522.5,1038.2,366.03,13860
249.4,2870.8,2503,1036.5,366.49,13914
249.7,2866.1,2463.4,1032,354.26,13905
250,2871,2411.7,1027.4,349.56,13859
250.3,2882.4,2355.9,1020.7,326.13,13776
250.6,2893.2,2292.3,1011.9,308.11,13656
250.9,2904.6,2246.9,1002.6,296.17,13544
251.2,2922.5,2210.9,990.72,278.57,13416
251.5,2949.6,2201.6,981.47,258.25,13320
251.8,2983.9,2209.2,969.12,248.39,13245
252.1,3034.8,2238.5,956.03,237.53,13197
252.4,3088.4,2272.3,940.84,219.03,13195
252.7,3158.3,2317.3,922,218.51,13244
253,3216.4,2348.4,903.77,222.85,13326
253.3,3270.7,2367,882.85,216.96,13436
253.6,3319,2363.6,859.23,219.04,13564
253.9,3366.3,2333.1,832.34,216.04,13701
254.2,3401.5,2276.6,809.18,216.16,13808
254.5,3421.1,2225.1,794.79,210.72,13858
254.8,3440.9,2151.2,782.19,212.57,13879
255.1,3455.4,2093.8,779.02,215.88,13858
255.4,3462.6,2070.6,784.05,227.08,13815
255.7,3455.8,2081,794.58,232.15,13769
256,3438.1,2120.8,804.31,245.05,13760
256.3,3404.6,2186.3,814.52,254.45,13783
256.6,3347.2,2287.4,823.65,261.66,13864
256.9,3286.9,2385.8,829.9,262.91,13975
257.2,3211.4,2493.7,833.7,266.77,14145
257.5,3156.1,2577.8,836.03,260.16,14295
257.8,3103.9,2646.4,837.57,254.54,14447
258.1,3052.1,2702.2,839.7,253.24,14594
258.4,3011.1,2728.3,842.76,254.91,14695
258.7,2956.7,2731,844.71,260.65,14777
259,2895.1,2717.1,845.39,272.81,14827
259.3,2818,2691.1,846.48,287.59,14861
259.6,2706.3,2650.4,848.08,301.89,14893
259.9,2605.4,2611.7,846.69,325.25,14909
260.2,2487.9,2568.9,848.21,344.57,14913
260.5,2405,2530.6,851.24,357.1,14894
260.8,2349.4,2495.8,860.04,373.2,14850
261.1,2325.7,2455.6,870.23,387.97,14752
261.4,2343.8,2421.4,884,387.78,14631
261.7,2400.7,2384.2,901.21,383.92,14455
262,2466.7,2352.4,916.21,383.01,14287
262.3,2539,2321.3,922.29,372.22,14116
262.6,2620,2288.7,923.94,362.22,13936
262.9,2678,2268,917.35,353.53,13811
263.2,2736.1,2255.6,903.38,352.48,13716
263.5,2777.3,2254.1,885.8,339.89,13679
263.8,2815.1,2268.7,868.86,340.38,13690
264.1,2864.5,2302,854.64,347.31,13746
264.4,2911.4,2346.2,849.21,354.19,13820
264.7,2976.3,2409.3,852.37,365.44,13927
265,3035.1,2470.7,862.5,373.32,14017
265.3,3091.3,2530,878.7,386.67,14087
265.6,3140.5,2578.3,894.61,397.87,14118
265.9,3183.3,2612.3,913.41,408.29,14101
266.2,3206.7,2607.5,922.85,424.02,14007
266.5,3206.2,2572.1,926.3,431.12,13872
266.8,3188.5,2507.8,923.16,431.36,13703
267.1,3153,2403.8,913.89,420.39,13486
267.4,3105.1,2301.5,900.35,409.38,13320
267.7,3042.1,2187.1,883.8,392.78,13165
268,2978.9,2107,865.82,390.51,13104
268.3,2925.8,2054.2,850.95,373.9,13091
268.6,2865.5,2032.4,832.02,362.62,13160
268.9,2829.8,2045.4,819.73,355.89,13250
269.2,2810,2088.5,804.72,353.03,13378
269.5,2811.7,2143.5,797.23,370.54,13481
269.8,2828.5,2199.2,793.79,372.84,13560
270.1,2854.4,2257.4,792.82,388.92,13622
270.4,2877.2,2295,794.41,394.39,13650
270.7,2894.5,2329.8,801.52,415.02,13690
271,2896.6,2350.1,808.98,406.64,13727
271.3,2883.1,2361.6,816.73,420.08,13811
271.6,2853.5,2378.7,825.33,414.28,13944
271.9,2813.5,2391.5,831.45,430.85,14108
272.2,2770.3,2410.6,837.03,423.35,14309
272.5,2735,2418.6,838.13,428.59,14489
272.8,2708.4,2423.2,840.41,430.27,14632
273.1,2692.5,2410.8,839.84,439.57,14742
273.4,2692.8,2382.3,839.67,418.29,14767
273.7,2708,2332.9,837.96,409.89,14706
274,2731.6,2277.1,837.5,392.47,14599
274.3,2761.5,2211.1,835.62,374.5,14436
274.6,2797.8,2133.7,833.15,358.02,14233
274.9,2831.8,2075.1,830.02,350.4,14042
275.2,2874.1,2028.6,826.49,344.43,13851
275.5,2914.2,2007.1,824.61,346.6,13710
275.8,2937,2006.4,823.19,358.21,13637
276.1,2937,2006.4,823.19,358.21,13637
276.4,2937,2006.4,823.19,358.21,13637
276.7,2937,2006.4,823.19,358.21,13637
277,2937,2006.4,823.19,358.21,13637
277.3,2937,2006.4,823.19,358.21,13637
277.6,2937,2006.4,823.19,358.21,13637
277.9,2937,2006.4,823.19,358.21,13637
278.2,2937,2006.4,823.19,358.21,13637
278.5,2937,2006.4,823.19,358.21,13637
278.8,2937,2006.4,823.19,358.21,13637
279.1,2937,2006.4,823.19,358.21,13637
279.4,2937,2006.4,823.19,358.21,13637
279.7,2937,2006.4,823.19,358.21,13637
280,2937,2006.4,823.19,358.21,13637
280.3,2937,2006.4,823.19,358.21,13637
280.6,2937,2006.4,823.19,358.21,13637
280.9,2937,2006.4,823.19,358.21,13637
281.2,2937,2006.4,823.19,358.21,13637
281.5,2937,2006.4,823.19,358.21,13637
281.8,2937,2006.4,823.19,358.21,13637
282.1,2937,2006.4,823.19,358.21,13637
282.4,2937,2006.4,823.19,358.21,13637
282.7,2937,2006.4,823.19,358.21,13637
283,2937,2006.4,823.19,358.21,13637
283.3,2937,2006.4,823.19,358.21,13637
283.6,2937,2006.4,823.19,358.21,13637
283.9,2937,2006.4,823.19,358.21,13637
284.2,2937,2006.4,823.19,358.21,13637
284.5,2937,2006.4,823.19,358.21,13637
284.8,2937,2006.4,823.19,358.21,13637
285.1,2937,2006.4,823.19,358.21,13637
285.4,2937,2006.4,823.19,358.21,13637
285.7,2937,2006.4,823.19,358.21,13637
286,2943.5,2012.5,824.03,357.43,13619
286.3,2986.8,2039.4,826.74,361.92,13522
286.6,3014.4,2090.1,834.03,431.22,13470
286.9,3025.5,2161.6,845.8,553.66,13450
287.2,3014,2273.8,864.19,664.56,13453
287.5,2976.8,2388.7,882.95,748.12,13469
287.8,2905.1,2524.1,899.51,871.01,13460
288.1,2793.2,2696.8,912.26,1030.4,13392
288.4,2675.4,2850.8,912.98,1277.9,13245
288.7,2522.3,3020.4,897.8,1541.4,12925
289,2389.6,3150.6,869.65,1705.6,12511
289.3,2251.2,3272.1,821.17,1897.1,11870
289.6,2162.1,3349.4,768.96,1899.7,11219
289.9,2101.3,3409.5,703.09,1755.2,10405
290.2,2092,3439.5,647.28,1561.3,9720.1
290.5,2123.5,3455.8,597.69,1243.7,9108.4
290.8,2202.5,3463.1,548.64,926.95,8548.2
291.1,2294.3,3463.5,517.87,761.43,8226.7
291.4,2415,3457.9,492.39,616.08,8039.9
291.7,2520.6,3447.1,479.22,582.72,8018.8
292,2618.6,3430.5,468.97,591.16,8089
292.3,2715.5,3400.8,460.1,526.65,8238.6
292.6,2780.8,3368.4,453.95,446.61,8380.5
292.9,2830.8,3334.1,446.71,390.81,8534.6
293.2,2858.3,3294.9,440.46,376.02,8642.4
293.5,2868.9,3269.2,433.79,372.18,8724.2
293.8,2868.4,3256.7,424.47,359.38,8790.3
294.1,2861.1,3258,416.81,340.43,8827.4
294.4,2844.5,3277.3,407.32,312.91,8842
294.7,2829,3309.9,401.23,285.42,8843.4
295,2806.6,3350.6,398.11,257.59,8825.2
295.3,2770.5,3412.1,397.54,226,8777.6
295.6,2731.3,3476.4,401.79,205.98,8705
295.9,2669,3554.9,413.29,182.12,8574.3
296.2,2603.3,3628,429.21,171.62,8421.4
296.5,2525.3,3690.1,450.05,169.94,8237.6
296.8,2423.7,3747.7,473.39,161.4,7993.6
297.1,2335.8,3781.1,489.82,154.33,7777.3
297.4,2243.6,3800.8,508.62,157.42,7557.2
297.7,2182,3811.7,521.81,165.63,7409.2
298,2151.8,3829.7,532.19,169.3,7327
298.3,2153.1,3861.1,540.93,177.42,7310.2
298.6,2198.1,3921.6,548.68,198.79,7372.1
298.9,2285.1,4008.6,556.86,226.39,7515
299.2,2384.5,4091.3,564.63,257.86,7680.1
299.5,2494.4,4168.3,572.52,285.49,7863.7
299.8,2617.9,4233,581.22,319.91,8071.7
300.1,2708,4250.4,587.44,348.21,8224.6
300.4,2785.8,4231,593.11,381.97,8370.3
300.7,2825.4,4182.6,597.39,403.55,8453.6
301,2846.4,4127.8,601.56,419.32,8509.3
301.3,2848.8,4076.1,607.5,425.65,8532.9
301.6,2843.6,4062.5,614.41,423.32,8530.3
301.9,2837.3,4097.5,623.3,410.58,8507.3
302.2,2838.4,4173.1,632.25,395.82,8478.5
302.5,2843.2,4276,641.41,378.66,8441.1
302.8,2850.5,4405.1,650.91,360.07,8387.1
303.1,2850.5,4499.5,654.77,339.41,8333.7
303.4,2837.1,4561.9,653.29,318.3,8260.2
303.7,2810.2,4559.3,645.61,301.45,8189.4
304,2768.9,4507.5,632.8,284.81,8118.9
304.3,2709.7,4393.2,613.6,267.23,8032.8
304.6,2654.7,4270.6,594.76,253.38,7963.2
304.9,2604.2,4146.8,578.71,242.27,7900.5
305.2,2555.2,4027.2,565.66,231.77,7837.9
305.5,2530.3,3974,561.63,223.67,7799.3
305.8,2526,3973.3,564.93,219.73,7764.8
306.1,2532.9,4030.5,572.59,214.61,7748.1
306.4,2555.6,4150.6,584.45,211.13,7737.5
306.7,2578,4273.9,593.84,207.98,7744.7
307,2599.2,4394,597.78,203.1,7757.8
307.3,2617.5,4501,595.43,196.36,7780.6
307.6,2619,4548,586.93,191.83,7807.9
307.9,2608.9,4546.3,571.36,188.79,7837.7
308.2,2594.2,4504.2,555.81,184.91,7867.6
308.5,2566.2,4428.5,540.99,185.65,7890.6
308.8,2532.7,4335.9,527.84,187.86,7906.8
309.1,2503.5,4268,522.82,194.05,7906.3
309.4,2474.4,4221.3,523.46,203.16,7894.4
309.7,2455.1,4216.8,528.95,206.84,7875.3
310,2441.8,4243,538.87,208.8,7855.2
310.3,2440.1,4304.4,554.11,213.46,7830.6
310.6,2452.4,4367.4,568.53,210.67,7815.6
310.9,2472,4435.3,586.65,212.1,7802.5
311.2,2496.5,4477.8,601.81,218.74,7805
311.5,2524.8,4497.6,614.27,220.3,7813.6
311.8,2565.7,4505.1,626.9,227.58,7840.6
312.1,2613,4503.6,637.69,233.35,7883.1
312.4,2673.9,4500.9,650.14,248.73,7953.4
312.7,2730.5,4505.5,660.6,261.48,8034.8
313,2791.8,4518.3,666.58,278.86,8128.1
313.3,2849.7,4536.6,674.32,289.39,8227
313.67,2910,4559,676.91,302.94,8349
314.02,2937.1,4556.7,674.26,302.22,8425.2
314.33,2924.3,4531.6,668.6,297.37,8436.2
314.66,2877.5,4485.2,665.05,290.76,8381
314.95,2816.5,4444.4,671.5,290.27,8289.2
315.25,2741.2,4406.1,686.46,282.05,8157.9
315.55,2652.7,4383.4,726.6,273.09,7991.4
315.85,2587.9,4398.4,778.48,261.61,7857.1
316.12,2545.7,4460.3,840.45,242.19,7761.7
316.41,2526.6,4558.7,922.37,230.36,7713.2
316.7,2534.5,4689.7,1004.6,225.71,7714.9
316.97,2562.9,4841.6,1088.4,212.01,7768.4
317.26,2607.8,4997.2,1167.6,200.96,7861.3
317.53,2656.9,5132.7,1232.7,192.4,7968.3
317.81,2699.3,5226.2,1281.3,197.71,8064.4
318.1,2723.8,5263.6,1312.6,201.71,8120.5
318.4,2723.1,5223,1326.8,221.64,8120.5
318.71,2696.6,5112.7,1322,254.7,8061.3
319.04,2647.5,4915.4,1303.1,276.1,7944.9
319.34,2591.6,4664.4,1271.6,309.64,7816.5
319.62,2561.4,4473.8,1245.4,346.44,7739.7
319.9,2541,4204.2,1207.7,387.59,7693.8
320.2,2550.7,4002.6,1174.5,412.41,7719.9
320.5,2583.8,3833.4,1146.9,441.52,7812.1
320.8,2647.4,3693.8,1116.5,452.95,7975
321.1,2707.3,3616.5,1098.2,438.27,8137.4
321.4,2765.2,3568.3,1080.8,407.35,8311.5
321.7,2800,3560.7,1070.5,379.06,8420.2
322,2811.6,3564.5,1064.6,331.15,8479
322.3,2795.2,3586.7,1060.7,281.77,8477.7
322.6,2766.1,3605.7,1058.7,242.63,8424.1
322.9,2717.8,3642.4,1057.9,212.39,8328.9
323.2,2676.5,3679.8,1058.7,190.02,8231.2
323.5,2642.1,3732.3,1061.3,166.54,8143.8
323.8,2617.3,3812.1,1067.6,150.54,8061.8
324.1,2611.2,3899.8,1078.8,140.89,8016.9
324.4,2613.4,4011.7,1097.1,140.26,7982
324.7,2620.4,4115.9,1116.7,140.3,7955.9
325,2625.3,4218.8,1140,158.12,7937
325.3,2630.1,4312.8,1166.5,163.81,7899.1
325.6,2628.4,4364.4,1184.7,169.17,7860.6
325.9,2621.9,4386.1,1198.3,187.52,7807.6
326.2,2614.3,4372.7,1203.9,205.9,7769.4
326.54,2610.3,4323.3,1199.5,218.27,7741.1
326.83,2612,4272.3,1192.1,228.46,7745.4
327.12,2624.5,4211.3,1180.2,241.92,7783.6
327.4,2639.8,4181.9,1172.7,253.11,7835.4
327.7,2668.2,4182,1170.4,247.69,7938.6
328,2694.8,4216.6,1175.7,250.38,8034.5
328.3,2720.4,4294,1190.3,241.36,8138.4
328.62,2730.6,4392.8,1212.1,223.53,8202.4
328.9,2724.1,4480.2,1234.4,211.71,8222.1
329.2,2702.8,4554.1,1254,203.7,8198.6
329.5,2673.7,4617.2,1271.8,205.65,8144.7
329.8,2637,4659.6,1285.2,212.58,8056.4
